2054,0;2054,0.00000;
2928,0;2928,0.00000;264587,0.00093;
3094,0;288,0.00077;2287,0.00092;3094,0.00000;3718,0.00097;4048,0.00080;4730,0.00089;5036,0.00062;5095,0.00077;5264,0.00056;6158,0.00077;6377,0.00096;9782,0.00087;13843,0.00064;17248,0.00090;19879,0.00088;21285,0.00096;21895,0.00035;26130,0.00095;27211,0.00099;29160,0.00082;29378,0.00090;29402,0.00097;29707,0.00082;30461,0.00085;34138,0.00060;35623,0.00074;36926,0.00060;37107,0.00096;37514,0.00096;38131,0.00061;39170,0.00093;40107,0.00086;41935,0.00076;43982,0.00095;44655,0.00079;47765,0.00061;48393,0.00099;48802,0.00043;48877,0.00075;51755,0.00078;52508,0.00078;52779,0.00099;53441,0.00085;59162,0.00031;59288,0.00052;62205,0.00090;62990,0.00075;65874,0.00086;67406,0.00087;67457,0.00100;68128,0.00099;69107,0.00088;72289,0.00091;72786,0.00078;74865,0.00050;76220,0.00056;78555,0.00089;80210,0.00096;88242,0.00052;89959,0.00061;91236,0.00089;93156,0.00042;97744,0.00068;99198,0.00063;99583,0.00070;99878,0.00058;100675,0.00067;101089,0.00099;102837,0.00093;104143,0.00093;104618,0.00085;108161,0.00091;109154,0.00068;109426,0.00084;109561,0.00083;110972,0.00087;111064,0.00067;118514,0.00091;119303,0.00054;119803,0.00074;120116,0.00085;120289,0.00068;120658,0.00099;122608,0.00093;123215,0.00062;123609,0.00064;124309,0.00057;124839,0.00085;124880,0.00089;124967,0.00097;126242,0.00099;127947,0.00100;128110,0.00082;128550,0.00056;128577,0.00078;130581,0.00084;130690,0.00082;131673,0.00089;131854,0.00068;135877,0.00075;136888,0.00093;137105,0.00054;137254,0.00093;140006,0.00072;146623,0.00088;149177,0.00077;149325,0.00077;149760,0.00073;150379,0.00079;154313,0.00077;154746,0.00078;154994,0.00059;155166,0.00035;156009,0.00090;169716,0.00098;170211,0.00083;171033,0.00095;172510,0.00066;175408,0.00088;175508,0.00086;175817,0.00054;176474,0.00076;177839,0.00081;180394,0.00080;188202,0.00065;190919,0.00042;191866,0.00092;194762,0.00081;195102,0.00083;195128,0.00060;195340,0.00078;195464,0.00060;196873,0.00088;197805,0.00092;198858,0.00088;202271,0.00092;202696,0.00064;204803,0.00091;205189,0.00076;206818,0.00094;207680,0.00090;209085,0.00086;214365,0.00095;215578,0.00097;220561,0.00049;221381,0.00098;224452,0.00091;225483,0.00070;225726,0.00077;226197,0.00089;226226,0.00099;227728,0.00070;228522,0.00092;229402,0.00099;231551,0.00053;232885,0.00075;233395,0.00088;238756,0.00083;240530,0.00044;240987,0.00082;241405,0.00090;241914,0.00091;242575,0.00085;243517,0.00079;243772,0.00096;248282,0.00077;250500,0.00078;252257,0.00095;252663,0.00096;253780,0.00019;257172,0.00085;258394,0.00070;259125,0.00046;260941,0.00095;267183,0.00098;267628,0.00073;268327,0.00055;270250,0.00068;270929,0.00088;273246,0.00098;275854,0.00098;277035,0.00069;277700,0.00094;277820,0.00084;277927,0.00063;279151,0.00065;282567,0.00075;283645,0.00087;284404,0.00060;286398,0.00059;287559,0.00031;287746,0.00086;289330,0.00090;290595,0.00098;290977,0.00088;294969,0.00093;295934,0.00093;298777,0.00093;299278,0.00088;299414,0.00044;300144,0.00086;300443,0.00087;304734,0.00072;307078,0.00090;308199,0.00081;308639,0.00098;309018,0.00069;309209,0.00047;310324,0.00089;312770,0.00083;313804,0.00093;314442,0.00078;315596,0.00086;316365,0.00072;317821,0.00082;322064,0.00096;322980,0.00083;324778,0.00064;327359,0.00094;327787,0.00078;328550,0.00084;329902,0.00080;330099,0.00095;330393,0.00088;330817,0.00083;331089,0.00094;331652,0.00087;331790,0.00080;331819,0.00085;332198,0.00064;333225,0.00100;334301,0.00080;335432,0.00095;337680,0.00096;337716,0.00079;343181,0.00071;343192,0.00093;346288,0.00086;347838,0.00092;348351,0.00071;349371,0.00085;349770,0.00079;350446,0.00059;353603,0.00069;354914,0.00092;356122,0.00078;357101,0.00081;358908,0.00074;359183,0.00072;359734,0.00060;360031,0.00061;362998,0.00060;364043,0.00083;365967,0.00098;369287,0.00050;370867,0.00093;370937,0.00094;371369,0.00063;372130,0.00069;372202,0.00039;376808,0.00085;377117,0.00049;379155,0.00086;379662,0.00087;380494,0.00095;383412,0.00091;388085,0.00089;391230,0.00077;393141,0.00098;394991,0.00051;399500,0.00061;400717,0.00059;403922,0.00092;405994,0.00076;406204,0.00098;406636,0.00072;408508,0.00100;409689,0.00073;410674,0.00090;411585,0.00099;413840,0.00054;414501,0.00078;414732,0.00093;418753,0.00028;419985,0.00081;420513,0.00080;422189,0.00053;422242,0.00087;422907,0.00078;425747,0.00075;425831,0.00099;426634,0.00059;428295,0.00049;428336,0.00093;435383,0.00094;435866,0.00072;436008,0.00058;436327,0.00086;437743,0.00081;438157,0.00067;438779,0.00088;439004,0.00099;439977,0.00097;444293,0.00080;444310,0.00082;445236,0.00081;445883,0.00090;446634,0.00100;447120,0.00079;447130,0.00097;447233,0.00080;449348,0.00090;449468,0.00067;450232,0.00083;453751,0.00083;455145,0.00078;455666,0.00097;456500,0.00077;457528,0.00064;457842,0.00084;458040,0.00085;460200,0.00096;460280,0.00082;462117,0.00056;462675,0.00075;463457,0.00086;464716,0.00093;466930,0.00099;467101,0.00085;469090,0.00091;469258,0.00089;469791,0.00093;475399,0.00085;476461,0.00068;477019,0.00088;478490,0.00081;479935,0.00085;480826,0.00099;483229,0.00090;483486,0.00084;483493,0.00054;485947,0.00061;491557,0.00064;492646,0.00057;493107,0.00085;494487,0.00098;495165,0.00097;495524,0.00079;496298,0.00082;496390,0.00057;498074,0.00093;499515,0.00091;505465,0.00069;505935,0.00088;506715,0.00099;508406,0.00085;508651,0.00061;509568,0.00097;509583,0.00097;509624,0.00079;509895,0.00098;510142,0.00031;511016,0.00045;512925,0.00029;513399,0.00067;518284,0.00038;519140,0.00088;521210,0.00063;521301,0.00055;521877,0.00093;524645,0.00096;527067,0.00077;528082,0.00100;529499,0.00097;532963,0.00061;533051,0.00057;534055,0.00062;535897,0.00097;536521,0.00048;537116,0.00088;539390,0.00077;540403,0.00031;541834,0.00075;542138,0.00034;545638,0.00098;546641,0.00070;547027,0.00075;550690,0.00074;551512,0.00097;552524,0.00098;552681,0.00073;553134,0.00099;553727,0.00099;554445,0.00082;554689,0.00049;556193,0.00087;556556,0.00060;560592,0.00058;562834,0.00052;563428,0.00060;564785,0.00091;566130,0.00080;567484,0.00070;568741,0.00083;569349,0.00098;573118,0.00079;574097,0.00098;574128,0.00089;574576,0.00089;576870,0.00076;580512,0.00054;580577,0.00086;588811,0.00096;590991,0.00053;592836,0.00070;596820,0.00071;600651,0.00094;606187,0.00088;607308,0.00090;607848,0.00080;607992,0.00094;608056,0.00050;612544,0.00077;616623,0.00065;622540,0.00068;622616,0.00066;624949,0.00094;631918,0.00097;632144,0.00079;633077,0.00099;634247,0.00083;638234,0.00092;638383,0.00100;639789,0.00095;640214,0.00059;642305,0.00092;642934,0.00087;642974,0.00087;643381,0.00070;644379,0.00036;645372,0.00100;650082,0.00042;651444,0.00072;651710,0.00093;653445,0.00080;657751,0.00084;658528,0.00044;661792,0.00084;662897,0.00077;663583,0.00089;664269,0.00047;669723,0.00086;670295,0.00086;671327,0.00087;671561,0.00055;674506,0.00094;675942,0.00075;676312,0.00058;679133,0.00080;681355,0.00099;688850,0.00091;690635,0.00077;691478,0.00082;691765,0.00085;693265,0.00088;695126,0.00052;698285,0.00047;699297,0.00089;706893,0.00091;707390,0.00092;707785,0.00090;707922,0.00089;708852,0.00072;709904,0.00062;710487,0.00082;712269,0.00097;712322,0.00087;712982,0.00061;716913,0.00088;718760,0.00079;719045,0.00094;719574,0.00090;719821,0.00088;720721,0.00078;722232,0.00078;725137,0.00077;727620,0.00094;727703,0.00094;731952,0.00076;733618,0.00099;736622,0.00080;738273,0.00068;738344,0.00089;738376,0.00043;738545,0.00086;742354,0.00098;742797,0.00088;742820,0.00089;751313,0.00081;753076,0.00073;754529,0.00073;759144,0.00091;761619,0.00092;761868,0.00084;764117,0.00049;765219,0.00067;767815,0.00074;770440,0.00076;770863,0.00090;775105,0.00064;776626,0.00089;778470,0.00093;778858,0.00053;778880,0.00065;779862,0.00064;781691,0.00055;783111,0.00024;783116,0.00043;783309,0.00079;785603,0.00075;786214,0.00097;786930,0.00080;787494,0.00047;788464,0.00081;790525,0.00062;791630,0.00091;793255,0.00086;795781,0.00069;801202,0.00062;805491,0.00096;806428,0.00086;808374,0.00061;810518,0.00094;814157,0.00040;814352,0.00076;814406,0.00084;817425,0.00078;819791,0.00083;820672,0.00080;822588,0.00095;825568,0.00072;827262,0.00081;827646,0.00076;827808,0.00066;829315,0.00075;834305,0.00095;837249,0.00080;837664,0.00062;838289,0.00090;838616,0.00074;840409,0.00091;847770,0.00080;848171,0.00064;849064,0.00041;852115,0.00051;852958,0.00091;854583,0.00082;854957,0.00084;855447,0.00089;855626,0.00035;855808,0.00067;858387,0.00070;864687,0.00077;866417,0.00092;868060,0.00051;869671,0.00086;870361,0.00070;870793,0.00079;871174,0.00090;871508,0.00096;872236,0.00066;872466,0.00091;873873,0.00075;875342,0.00099;877191,0.00075;878598,0.00079;878986,0.00091;884156,0.00078;884889,0.00084;886257,0.00092;886383,0.00071;890456,0.00083;891412,0.00086;892425,0.00055;893943,0.00091;894873,0.00098;896340,0.00063;897018,0.00074;897178,0.00093;897938,0.00098;900009,0.00087;901171,0.00091;901771,0.00072;902512,0.00083;904119,0.00079;904523,0.00100;904837,0.00093;906904,0.00032;908869,0.00078;909772,0.00080;910890,0.00080;911351,0.00082;914697,0.00054;915655,0.00084;916744,0.00091;919096,0.00085;920445,0.00063;921232,0.00066;922868,0.00070;923501,0.00071;923804,0.00097;925341,0.00060;925361,0.00100;925791,0.00098;926573,0.00098;930226,0.00076;931884,0.00100;932183,0.00092;934810,0.00090;936057,0.00076;936489,0.00076;939783,0.00076;940512,0.00087;941130,0.00080;943983,0.00045;948362,0.00081;949614,0.00087;950321,0.00089;950969,0.00065;951602,0.00075;952279,0.00092;952904,0.00094;953897,0.00078;955172,0.00085;955226,0.00099;955879,0.00037;956230,0.00097;957076,0.00099;957260,0.00058;960356,0.00091;970282,0.00092;977538,0.00084;979012,0.00058;980864,0.00090;981790,0.00078;982581,0.00050;986964,0.00084;987096,0.00046;989057,0.00087;989358,0.00083;990398,0.00052;990827,0.00085;993188,0.00076;994290,0.00069;997017,0.00033;998219,0.00093;999887,0.00087;
3158,0;3158,0.00000;
3318,0;3318,0.00000;
3446,0;3446,0.00000;
4596,0;4596,0.00000;
6362,0;6362,0.00000;
6656,0;6656,0.00000;
8762,0;8762,0.00000;354370,0.00039;402241,0.00076;
9318,0;9318,0.00000;
9668,0;9668,0.00000;
9737,0;9737,0.00000;
11061,0;11061,0.00000;
11070,0;11070,0.00000;
12826,0;12826,0.00000;
13111,0;13111,0.00000;156309,0.00073;
13263,0;13263,0.00000;
13425,0;13425,0.00000;
13696,0;13696,0.00000;
18225,0;18225,0.00000;133136,0.00096;253595,0.00076;286024,0.00091;307948,0.00087;367694,0.00096;382305,0.00099;439299,0.00096;489910,0.00095;500069,0.00076;643082,0.00096;801391,0.00100;852928,0.00092;861435,0.00096;874802,0.00087;919237,0.00093;939976,0.00100;984168,0.00092;
18837,0;18837,0.00000;27782,0.00081;932179,0.00089;
19624,0;19624,0.00000;
21185,0;14728,0.00082;21185,0.00000;21943,0.00064;27983,0.00068;29555,0.00052;85477,0.00034;105106,0.00082;124013,0.00090;145347,0.00093;159896,0.00093;186317,0.00058;222195,0.00076;224789,0.00079;242355,0.00027;249627,0.00094;253584,0.00046;255804,0.00094;276465,0.00100;286780,0.00088;336746,0.00093;368911,0.00093;402798,0.00093;420316,0.00045;501595,0.00098;511840,0.00061;513825,0.00098;532516,0.00046;534982,0.00066;552430,0.00097;590871,0.00062;595482,0.00095;603352,0.00072;611784,0.00093;641143,0.00095;660842,0.00098;666189,0.00082;680565,0.00097;704526,0.00095;718892,0.00097;734378,0.00080;752669,0.00093;763760,0.00082;839337,0.00090;866691,0.00090;884472,0.00060;884531,0.00093;895764,0.00095;902838,0.00096;913340,0.00091;924222,0.00090;939101,0.00082;941997,0.00086;951811,0.00078;991211,0.00093;
21266,0;21266,0.00000;
21620,0;21620,0.00000;
23018,0;23018,0.00000;
23696,0;23696,0.00000;
24295,0;24295,0.00000;
25230,0;25230,0.00000;
25499,0;19174,0.00087;25499,0.00000;169008,0.00081;261373,0.00090;303965,0.00089;439551,0.00095;456127,0.00098;563557,0.00097;815232,0.00087;910870,0.00093;923485,0.00094;
25607,0;25607,0.00000;
26749,0;26749,0.00000;151345,0.00092;658007,0.00099;
27630,0;27630,0.00000;99865,0.00094;194144,0.00091;196809,0.00094;399047,0.00096;767912,0.00086;824995,0.00090;
27695,0;27695,0.00000;798361,0.00087;919001,0.00057;
28545,0;28545,0.00000;286060,0.00096;756764,0.00097;959067,0.00085;962765,0.00086;
29318,0;29318,0.00000;
29341,0;29341,0.00000;
29553,0;29553,0.00000;
29572,0;29572,0.00000;
31500,0;31500,0.00000;
32451,0;32451,0.00000;
33130,0;33130,0.00000;
33413,0;33413,0.00000;
37555,0;37555,0.00000;
37806,0;37806,0.00000;
38841,0;38841,0.00000;
39039,0;39039,0.00000;
39530,0;39530,0.00000;
40239,0;40239,0.00000;
41171,0;41171,0.00000;45601,0.00098;
41418,0;41418,0.00000;
