19940,0;19940,0.00000;
22690,0;22690,0.00000;
22703,0;3948,0.00086;22703,0.00000;
27722,0;27722,0.00000;
35167,0;35167,0.00000;
38024,0;38024,0.00000;
45944,0;45944,0.00000;
50571,0;50571,0.00000;
58019,0;58019,0.00000;
62026,0;62026,0.00000;
64847,0;6147,0.00100;64847,0.00000;81867,0.00099;82368,0.00092;139394,0.00100;176194,0.00090;310057,0.00091;427538,0.00090;473354,0.00091;564568,0.00080;622164,0.00092;660382,0.00085;728164,0.00099;731855,0.00089;788226,0.00091;797479,0.00076;806295,0.00095;874036,0.00090;912662,0.00093;982862,0.00098;
65074,0;65074,0.00000;
66897,0;66897,0.00000;
88280,0;88280,0.00000;
96008,0;96008,0.00000;
97515,0;97515,0.00000;
99122,0;99122,0.00000;446760,0.00057;
132638,0;132638,0.00000;
136359,0;136359,0.00000;
141837,0;141837,0.00000;
145102,0;145102,0.00000;
152453,0;152453,0.00000;
153084,0;4747,0.00034;34684,0.00084;43407,0.00078;48566,0.00072;59227,0.00086;102402,0.00079;145395,0.00065;153084,0.00000;155126,0.00069;156609,0.00088;160790,0.00054;175613,0.00079;211971,0.00029;228348,0.00038;231419,0.00029;233313,0.00061;241042,0.00089;256192,0.00070;256379,0.00093;262815,0.00082;266250,0.00077;287635,0.00090;289854,0.00074;301257,0.00067;316109,0.00025;323789,0.00096;324913,0.00030;328942,0.00075;338437,0.00098;346814,0.00063;371604,0.00056;372759,0.00089;373377,0.00061;396486,0.00071;399023,0.00099;399616,0.00061;401731,0.00067;402153,0.00089;420842,0.00099;425475,0.00093;426277,0.00081;441001,0.00074;450484,0.00063;467423,0.00083;484078,0.00048;495710,0.00047;503276,0.00091;506467,0.00083;511415,0.00046;518610,0.00090;541876,0.00074;563871,0.00099;575311,0.00083;597940,0.00095;610663,0.00097;648501,0.00069;651680,0.00087;653475,0.00079;655033,0.00074;657957,0.00038;669300,0.00087;688646,0.00080;696128,0.00065;696154,0.00053;712310,0.00066;717387,0.00079;720262,0.00048;720343,0.00057;726928,0.00090;737129,0.00080;740757,0.00081;753813,0.00079;769169,0.00093;772488,0.00077;834050,0.00066;837924,0.00015;838965,0.00045;860861,0.00090;876700,0.00098;890100,0.00060;892606,0.00046;896507,0.00049;916967,0.00041;921962,0.00032;930779,0.00066;949755,0.00097;957092,0.00087;987535,0.00063;
160284,0;160284,0.00000;
173711,0;65559,0.00098;105581,0.00091;173711,0.00000;255157,0.00100;644339,0.00095;
190120,0;88531,0.00076;94227,0.00091;100490,0.00079;108789,0.00070;118106,0.00055;122959,0.00074;134693,0.00084;169875,0.00090;190120,0.00000;194524,0.00090;194968,0.00090;202215,0.00082;228126,0.00092;283548,0.00070;294720,0.00099;303190,0.00092;316037,0.00056;343573,0.00085;352150,0.00063;397345,0.00086;427006,0.00093;440102,0.00081;459967,0.00100;477821,0.00097;502169,0.00030;502385,0.00084;628972,0.00087;636489,0.00096;638897,0.00072;660311,0.00090;680526,0.00097;686271,0.00067;694131,0.00084;706128,0.00086;730185,0.00079;767621,0.00073;819874,0.00098;838857,0.00066;845565,0.00093;861483,0.00081;874254,0.00079;880094,0.00100;881236,0.00091;897676,0.00075;935159,0.00051;949750,0.00089;965262,0.00080;
221120,0;1726,0.00070;4739,0.00036;8706,0.00034;9323,0.00042;13502,0.00078;15670,0.00071;21420,0.00067;24664,0.00066;26045,0.00033;30125,0.00017;34630,0.00040;35325,0.00038;49490,0.00037;49605,0.00025;58333,0.00047;58376,0.00084;65133,0.00025;65673,0.00032;67049,0.00036;70179,0.00013;71228,0.00099;72886,0.00069;73844,0.00080;74695,0.00026;83263,0.00065;84931,0.00034;85544,0.00026;87943,0.00092;89070,0.00033;93596,0.00093;95842,0.00033;98767,0.00025;101155,0.00032;112753,0.00032;113315,0.00030;113461,0.00017;115096,0.00076;115965,0.00035;119974,0.00034;136115,0.00085;140267,0.00030;144228,0.00026;148330,0.00065;156725,0.00026;173637,0.00023;179955,0.00059;179988,0.00029;185318,0.00040;185724,0.00096;191296,0.00037;201685,0.00025;201928,0.00034;209286,0.00029;214620,0.00047;215839,0.00029;219920,0.00042;221120,0.00000;221734,0.00013;223665,0.00032;227524,0.00077;228264,0.00034;243555,0.00034;245949,0.00034;246424,0.00037;249174,0.00027;249175,0.00034;255958,0.00068;256026,0.00034;258032,0.00087;268222,0.00017;268831,0.00008;270567,0.00026;273114,0.00048;275907,0.00039;280097,0.00033;280195,0.00034;285437,0.00036;288499,0.00044;291327,0.00069;294785,0.00075;296088,0.00014;297584,0.00025;297595,0.00034;298189,0.00038;300503,0.00032;300609,0.00036;306778,0.00044;311215,0.00072;323456,0.00034;325965,0.00020;327274,0.00026;332551,0.00029;335427,0.00031;339221,0.00032;346339,0.00032;348466,0.00047;360099,0.00018;361352,0.00070;361489,0.00035;363981,0.00035;371658,0.00100;383882,0.00019;388318,0.00071;390872,0.00012;391313,0.00026;395893,0.00030;397522,0.00051;406930,0.00029;410670,0.00039;410671,0.00036;413469,0.00016;414452,0.00018;415071,0.00044;423576,0.00035;425649,0.00043;426120,0.00030;426613,0.00036;431698,0.00029;435009,0.00024;437950,0.00036;443104,0.00026;446312,0.00018;448640,0.00033;449663,0.00021;458845,0.00034;459746,0.00080;462046,0.00043;466677,0.00025;470064,0.00056;471631,0.00034;484760,0.00097;497337,0.00045;501807,0.00026;505324,0.00028;506477,0.00035;506783,0.00046;509389,0.00031;512022,0.00072;518024,0.00074;519576,0.00061;520824,0.00034;526280,0.00028;538394,0.00030;544332,0.00077;549092,0.00080;551630,0.00036;562622,0.00092;574355,0.00043;578579,0.00071;578819,0.00043;580475,0.00028;582346,0.00061;582580,0.00029;583493,0.00043;588089,0.00026;596712,0.00029;597796,0.00092;603866,0.00048;603887,0.00049;607894,0.00051;615687,0.00085;615726,0.00031;619115,0.00037;625406,0.00041;637455,0.00034;653819,0.00045;655564,0.00011;662244,0.00019;678557,0.00035;678801,0.00099;682887,0.00016;685284,0.00034;687427,0.00044;688662,0.00031;690172,0.00040;693084,0.00037;696486,0.00040;706410,0.00036;709722,0.00060;718583,0.00041;721741,0.00059;722001,0.00034;730952,0.00028;735153,0.00031;736292,0.00035;750857,0.00031;751404,0.00031;751606,0.00034;751823,0.00095;752637,0.00048;759964,0.00031;771158,0.00034;774873,0.00027;777679,0.00035;778692,0.00018;779925,0.00034;780549,0.00028;780957,0.00040;781923,0.00036;782664,0.00034;797846,0.00034;799090,0.00023;800682,0.00077;805640,0.00062;817310,0.00053;820567,0.00031;823563,0.00079;825805,0.00056;827004,0.00037;837122,0.00033;842414,0.00048;851542,0.00037;854942,0.00083;867180,0.00025;874529,0.00026;896850,0.00048;901583,0.00027;901688,0.00073;902201,0.00067;914111,0.00051;916851,0.00075;918876,0.00026;945547,0.00026;950484,0.00090;952757,0.00036;956568,0.00080;960963,0.00066;961531,0.00059;961941,0.00098;963653,0.00085;973470,0.00081;973833,0.00093;986769,0.00046;994569,0.00061;997036,0.00044;998020,0.00035;
243093,0;243093,0.00000;
254282,0;254282,0.00000;371104,0.00088;954611,0.00081;
264492,0;264492,0.00000;
283002,0;283002,0.00000;
283255,0;283255,0.00000;
284570,0;8831,0.00074;47540,0.00043;77452,0.00096;82352,0.00070;85291,0.00074;90527,0.00096;128148,0.00096;134433,0.00094;146879,0.00093;153633,0.00092;182465,0.00099;261432,0.00099;284570,0.00000;310139,0.00095;330761,0.00079;345302,0.00090;352762,0.00085;360650,0.00083;375524,0.00094;394992,0.00089;426722,0.00089;508083,0.00052;522422,0.00087;524366,0.00056;545751,0.00099;574534,0.00083;676544,0.00100;703210,0.00080;778631,0.00096;780883,0.00099;811787,0.00094;824149,0.00087;831983,0.00096;840815,0.00091;891877,0.00079;963621,0.00094;964239,0.00099;968627,0.00091;968662,0.00083;976436,0.00074;990070,0.00088;
288008,0;288008,0.00000;
298481,0;298481,0.00000;
303465,0;303465,0.00000;
304802,0;304802,0.00000;
320861,0;320861,0.00000;
324000,0;324000,0.00000;
349278,0;349278,0.00000;
351136,0;351136,0.00000;
364263,0;364263,0.00000;
374656,0;374656,0.00000;
450996,0;450996,0.00000;
451449,0;451449,0.00000;
451463,0;451463,0.00000;
461793,0;461793,0.00000;
464069,0;464069,0.00000;
464855,0;464855,0.00000;
476839,0;476839,0.00000;
488125,0;488125,0.00000;
500278,0;500278,0.00000;865161,0.00099;
526907,0;526907,0.00000;
529070,0;529070,0.00000;
546313,0;546313,0.00000;
578821,0;240669,0.00087;550159,0.00063;578821,0.00000;
585215,0;9754,0.00077;11163,0.00092;36409,0.00084;44974,0.00097;48667,0.00066;55956,0.00076;56778,0.00093;58986,0.00081;65645,0.00097;81014,0.00090;96151,0.00099;108521,0.00079;118516,0.00084;124490,0.00099;125372,0.00066;125580,0.00082;141382,0.00090;143298,0.00081;146582,0.00078;153638,0.00072;153880,0.00083;164091,0.00064;169518,0.00085;186671,0.00092;191305,0.00074;192687,0.00069;196181,0.00090;205584,0.00092;207057,0.00083;207992,0.00069;216916,0.00096;222378,0.00082;223937,0.00077;226280,0.00058;226330,0.00082;231510,0.00056;243758,0.00074;245424,0.00086;246662,0.00077;247595,0.00080;255127,0.00080;256143,0.00085;257415,0.00077;261455,0.00067;263059,0.00065;271913,0.00055;283401,0.00082;287971,0.00056;302177,0.00083;305642,0.00081;313597,0.00097;334355,0.00067;344350,0.00062;347909,0.00096;348092,0.00092;359150,0.00077;366507,0.00091;378938,0.00091;381298,0.00050;387712,0.00084;389074,0.00081;395939,0.00081;403100,0.00045;411060,0.00091;422965,0.00087;427064,0.00095;428919,0.00097;434922,0.00096;440469,0.00090;441925,0.00095;456718,0.00070;456899,0.00095;459500,0.00074;466852,0.00080;472648,0.00089;473870,0.00097;478198,0.00086;478600,0.00087;491591,0.00086;496157,0.00072;500370,0.00095;504517,0.00090;506076,0.00096;509356,0.00082;509633,0.00091;513719,0.00061;516371,0.00097;524845,0.00093;525028,0.00077;525518,0.00080;525767,0.00079;526620,0.00096;534360,0.00092;534991,0.00081;538825,0.00071;541275,0.00090;541348,0.00082;543942,0.00085;561402,0.00090;565884,0.00097;567482,0.00084;580647,0.00066;585215,0.00000;588516,0.00077;591912,0.00069;594708,0.00078;606402,0.00067;608711,0.00078;611888,0.00065;618039,0.00072;619911,0.00076;621959,0.00093;629880,0.00099;638942,0.00092;645198,0.00063;654588,0.00087;659690,0.00085;663608,0.00099;692761,0.00062;713885,0.00076;720168,0.00072;734272,0.00057;736937,0.00076;740839,0.00061;744171,0.00069;748708,0.00061;753973,0.00093;754892,0.00075;756645,0.00072;772388,0.00083;784008,0.00096;806993,0.00090;813040,0.00093;818230,0.00068;828698,0.00093;838092,0.00099;838728,0.00073;848604,0.00093;862784,0.00082;866435,0.00086;871205,0.00080;873178,0.00048;873527,0.00083;884428,0.00085;887809,0.00081;895074,0.00078;898159,0.00092;900882,0.00075;901594,0.00085;912880,0.00094;914320,0.00081;920838,0.00078;925842,0.00065;926628,0.00087;927750,0.00091;928111,0.00097;934244,0.00074;944363,0.00064;944572,0.00100;965687,0.00061;966855,0.00068;981750,0.00095;988480,0.00067;
592679,0;592679,0.00000;
615748,0;615748,0.00000;
629056,0;258482,0.00093;363665,0.00092;629056,0.00000;
635676,0;2267,0.00060;40549,0.00100;93365,0.00085;202470,0.00060;242144,0.00096;262075,0.00097;268517,0.00090;273499,0.00090;298487,0.00050;306906,0.00080;332786,0.00082;338658,0.00078;422157,0.00052;424455,0.00090;572550,0.00090;635676,0.00000;658247,0.00084;673477,0.00091;703646,0.00065;711704,0.00076;727081,0.00078;746692,0.00094;756255,0.00085;807065,0.00062;823484,0.00045;961690,0.00078;
637169,0;637169,0.00000;
637631,0;637631,0.00000;
652914,0;652914,0.00000;
655962,0;655962,0.00000;
660862,0;660862,0.00000;
666385,0;666385,0.00000;
671236,0;671236,0.00000;
691656,0;691656,0.00000;
693873,0;693873,0.00000;
739604,0;739604,0.00000;769043,0.00099;812501,0.00098;
746936,0;746936,0.00000;
763703,0;25720,0.00092;763703,0.00000;777343,0.00097;989978,0.00082;
763730,0;763730,0.00000;
781733,0;781733,0.00000;
785726,0;785726,0.00000;
787230,0;787230,0.00000;
797828,0;5208,0.00088;8782,0.00071;18677,0.00085;28756,0.00076;31441,0.00087;61773,0.00076;67087,0.00098;70245,0.00098;93410,0.00033;96911,0.00091;105567,0.00084;108555,0.00025;122613,0.00084;126456,0.00073;126463,0.00089;128675,0.00088;131860,0.00075;131861,0.00079;202247,0.00021;203193,0.00037;208135,0.00012;261936,0.00075;263724,0.00064;283976,0.00087;298704,0.00099;305314,0.00037;305469,0.00089;305488,0.00080;309106,0.00058;322279,0.00093;322426,0.00069;328156,0.00058;330128,0.00088;331135,0.00031;346373,0.00098;347414,0.00079;350578,0.00041;352374,0.00027;353980,0.00092;361607,0.00095;362518,0.00078;366633,0.00038;369325,0.00093;373788,0.00060;383623,0.00053;405331,0.00076;418272,0.00075;420669,0.00090;422500,0.00063;424261,0.00094;426113,0.00088;445793,0.00090;447275,0.00060;453427,0.00061;458009,0.00065;475769,0.00097;512721,0.00053;533786,0.00059;540747,0.00023;563430,0.00088;570554,0.00061;581150,0.00074;582977,0.00054;586148,0.00068;586744,0.00078;594916,0.00052;604402,0.00067;604980,0.00063;605150,0.00062;622533,0.00056;628313,0.00060;640835,0.00032;652997,0.00022;657076,0.00082;666175,0.00089;671122,0.00094;671676,0.00075;672974,0.00095;684898,0.00092;713888,0.00030;725614,0.00099;725740,0.00015;744755,0.00088;746271,0.00085;753883,0.00066;754077,0.00082;766880,0.00084;778093,0.00098;786286,0.00088;797828,0.00000;829076,0.00095;836096,0.00058;836494,0.00040;852516,0.00039;860729,0.00057;865260,0.00084;875137,0.00014;898668,0.00087;960635,0.00065;962343,0.00041;971726,0.00029;977394,0.00034;985526,0.00065;988943,0.00081;991723,0.00091;993914,0.00100;
797859,0;23016,0.00073;33298,0.00063;36715,0.00098;64106,0.00067;107390,0.00055;127390,0.00098;138284,0.00037;144978,0.00039;156565,0.00098;160663,0.00074;163905,0.00041;166740,0.00095;177348,0.00078;224341,0.00065;236305,0.00085;247921,0.00083;254158,0.00086;262698,0.00069;305539,0.00060;309783,0.00042;324265,0.00088;349470,0.00084;380456,0.00030;403066,0.00093;427417,0.00082;438959,0.00068;451589,0.00075;487895,0.00094;514635,0.00061;543736,0.00022;547610,0.00073;595887,0.00099;734305,0.00072;738620,0.00083;792898,0.00079;797859,0.00000;835911,0.00047;871476,0.00091;879258,0.00066;897056,0.00080;900029,0.00085;912051,0.00081;924747,0.00087;998593,0.00094;
807529,0;807529,0.00000;
809647,0;809647,0.00000;
816812,0;816812,0.00000;
825087,0;825087,0.00000;
826513,0;8312,0.00094;125325,0.00090;176307,0.00097;204817,0.00093;217808,0.00098;221045,0.00087;223767,0.00070;228966,0.00089;246067,0.00100;249205,0.00090;252577,0.00082;391836,0.00098;392046,0.00099;561103,0.00089;590055,0.00072;611112,0.00093;769312,0.00099;797903,0.00092;826513,0.00000;871344,0.00085;
835743,0;835743,0.00000;
840120,0;703920,0.00084;790594,0.00084;840120,0.00000;
844102,0;844102,0.00000;
845415,0;845415,0.00000;
846940,0;846940,0.00000;
853400,0;853400,0.00000;
862446,0;862446,0.00000;
876257,0;876257,0.00000;
